problem_id,problem_type,candidate_id,candidate_rank,solver_ok,has_objective,objective_value,objective_consensus_score,objective_cluster_size,objective_density_score,distance_to_cluster_median,objective_term_coverage,objective_term_lp_coefficient_coverage,critical_structure_penalty,missing_critical_structures,type_aware_hard_gate_score,type_aware_missing_critical_count,structure_score,constraint_coverage,static_validation_score,code_validity_score,runtime,full_score_tuple,structure_only_score_tuple,bestofk_score_tuple,posthoc_objective_correct,posthoc_note,selected_by_full,selected_by_structure_only,selected_by_fullv2,selected_by_bestofk
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k0,0,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.17274100391659886,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.17274100391659886), ('neg_candidate_rank', 0)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,True,True,True,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k1,1,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.13048227899707854,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.13048227899707854), ('neg_candidate_rank', -1)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k2,2,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.1124274650355801,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.1124274650355801), ('neg_candidate_rank', -2)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k3,3,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10264724399894476,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10264724399894476), ('neg_candidate_rank', -3)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k4,4,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.09801512700505555,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.09801512700505555), ('neg_candidate_rank', -4)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,True
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k5,5,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.11182366102002561,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.11182366102002561), ('neg_candidate_rank', -5)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k6,6,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.11156970402225852,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.11156970402225852), ('neg_candidate_rank', -6)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k7,7,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10804446798283607,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10804446798283607), ('neg_candidate_rank', -7)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0001,single_period_newsvendor,Qwen3-8B_k0,0,1.0,1.0,122.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.13815007102675736,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.13815007102675736), ('neg_candidate_rank', 0)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,True,True,True,False
single_period_newsvendor_0001,single_period_newsvendor,Qwen3-8B_k1,1,1.0,1.0,122.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10106529109179974,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10106529109179974), ('neg_candidate_rank', -1)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
